year,code,date,circulate,return1,return2,type,mean_mv,SB
2019,002310,2019-06-01,9770607.59,0.077199,0.077199,4,4378639.125,2
2020,002310,2020-06-01,7957197.04,0.018987,0.018987,4,4823275.33,2
2010,002311,2010-06-01,1608880.0,-0.128805,-0.127826,4,2400832.35,1
2011,002311,2011-06-01,2336880.0,0.146202,0.14539,4,3388720.185,1
2012,002311,2012-06-01,3380540.8,0.02821,0.02821,4,2520976.5300000003,2
2013,002311,2013-06-01,11328302.14,-0.215068,-0.215068,4,2494599.06,2
2014,002311,2014-06-01,11020010.95,0.112121,0.112121,4,3496611.82,2
2015,002311,2015-06-01,20900577.14,-0.225456,-0.225478,4,8414587.47,2
2016,002311,2016-06-01,24092907.83,-0.069617,-0.069617,4,6419702.33,2
2017,002311,2017-06-01,27926747.53,0.125454,0.125455,4,5528310.125,2
2018,002311,2018-06-01,32570638.79,-0.131877,-0.132114,4,4026835.105,2
2019,002311,2019-06-01,48002918.4,-0.025628,-0.025609,4,4378639.125,2
2020,002311,2020-06-01,74488627.54,-0.016736,-0.016736,4,4823275.33,2
2010,002312,2010-06-01,620700.0,-0.080853,-0.080853,4,2400832.35,1
2011,002312,2011-06-01,1507011.75,0.092077,0.092077,4,3388720.185,1
2012,002312,2012-06-01,1277866.05,-0.07482,-0.07482,4,2520976.5300000003,1
2013,002312,2013-06-01,1960664.23,0.044195,0.044195,4,2494599.06,1
2014,002312,2014-06-01,5181054.73,-0.165848,-0.165848,4,3496611.82,2
2015,002312,2015-06-01,20293978.52,-0.276955,-0.276529,4,8414587.47,2
2016,002312,2016-06-01,10217514.33,0.038925,0.038925,4,6419702.33,2
2018,002312,2018-06-01,3992237.26,-0.088235,-0.088235,4,4026835.105,1
2019,002312,2019-06-01,3357199.69,-0.078591,-0.078591,4,4378639.125,1
2020,002312,2020-06-01,6025641.72,-0.027778,-0.027778,4,4823275.33,2
2010,002313,2010-06-01,859000.0,-0.055006,-0.055006,4,2400832.35,1
2011,002313,2011-06-01,1087000.0,0.048722,0.048722,4,3388720.185,1
2012,002313,2012-06-01,1140000.0,-0.053549,-0.053549,4,2520976.5300000003,1
2013,002313,2013-06-01,3017257.75,-0.108649,-0.108649,4,2494599.06,2
2014,002313,2014-06-01,2911290.69,0.144044,0.144044,4,3496611.82,1
2015,002313,2015-06-01,4502121.0,-0.208918,-0.208918,4,8414587.47,1
2016,002313,2016-06-01,4240080.0,-0.045646,-0.045646,4,6419702.33,1
2017,002313,2017-06-01,4438751.76,0.077114,0.077084,4,5528310.125,1
2018,002313,2018-06-01,7466158.8,-0.130517,-0.130443,4,4026835.105,2
2019,002313,2019-06-01,6288885.17,0.029764,0.029786,4,4378639.125,2
2020,002313,2020-06-01,5793109.95,0.023665,0.023665,4,4823275.33,2
2010,002314,2010-06-01,1156163.7,-0.023426,-0.022072,4,2400832.35,1
2011,002314,2011-06-01,1628491.85,0.015847,0.015614,4,3388720.185,1
2012,002314,2012-06-01,991003.2,-0.17196,-0.170412,4,2520976.5300000003,1
2013,002314,2013-06-01,1831303.0,-0.071895,-0.071895,4,2494599.06,1
2014,002314,2014-06-01,2504626.27,-0.04,-0.04,4,3496611.82,1
2015,002314,2015-06-01,7433566.75,-0.019128,-0.019128,4,8414587.47,1
2017,002314,2017-06-01,4935048.46,0.055205,0.055205,4,5528310.125,1
2018,002314,2018-06-01,2973065.62,-0.12959,-0.12959,4,4026835.105,1
2019,002314,2019-06-01,3412252.14,-0.022801,-0.022801,4,4378639.125,1
2020,002314,2020-06-01,4276961.95,0.333333,0.333333,4,4823275.33,1
2010,002315,2010-06-01,1932910.2,-0.153282,-0.153282,4,2400832.35,1
2011,002315,2011-06-01,1473380.69,-0.000619,-0.000619,4,3388720.185,1
2012,002315,2012-06-01,1050500.96,-0.052189,-0.052139,4,2520976.5300000003,1
2013,002315,2013-06-01,2057444.31,0.101266,0.101266,4,2494599.06,1
2014,002315,2014-06-01,2568750.06,0.072668,0.072668,4,3496611.82,1
2015,002315,2015-06-01,5791429.25,-0.263731,-0.261632,4,8414587.47,1
2016,002315,2016-06-01,4086856.8,0.070794,0.070794,4,6419702.33,1
2017,002315,2017-06-01,3143576.27,-0.010317,-0.010317,4,5528310.125,1
2018,002315,2018-06-01,1818237.42,-0.165609,-0.165609,4,4026835.105,1
2019,002315,2019-06-01,2021475.06,0.018282,0.018282,4,4378639.125,1
2020,002315,2020-06-01,2390561.16,0.078195,0.078195,4,4823275.33,1
2010,002316,2010-06-01,694200.0,-0.144231,-0.144231,4,2400832.35,1
2011,002316,2011-06-01,1290607.5,0.050999,0.050999,4,3388720.185,1
2012,002316,2012-06-01,1308041.28,-0.103896,-0.103896,4,2520976.5300000003,1
2013,002316,2013-06-01,3152822.4,-0.037599,-0.037488,4,2494599.06,2
2014,002316,2014-06-01,3341687.44,0.040342,0.040342,4,3496611.82,1
2017,002316,2017-06-01,4361762.84,0.178723,0.178723,4,5528310.125,1
2018,002316,2018-06-01,2897381.07,-0.063136,-0.063136,4,4026835.105,1
2019,002316,2019-06-01,2279824.01,-0.071065,-0.071002,4,4378639.125,1
2020,002316,2020-06-01,1719257.89,0.01209,0.01209,4,4823275.33,1
2010,002317,2010-06-01,1038000.0,-0.104787,-0.104787,4,2400832.35,1
2011,002317,2011-06-01,1010250.0,0.03839,0.03839,4,3388720.185,1
2012,002317,2012-06-01,1068300.0,0.135885,0.135885,4,2520976.5300000003,1
2013,002317,2013-06-01,4835959.68,-0.027876,-0.027876,4,2494599.06,2
2014,002317,2014-06-01,4569014.46,0.012164,0.012164,4,3496611.82,2
2015,002317,2015-06-01,6681673.1,-0.102515,-0.102515,4,8414587.47,1
2016,002317,2016-06-01,5904574.42,0.097985,0.097985,4,6419702.33,1
2017,002317,2017-06-01,6116331.47,0.080502,0.079692,4,5528310.125,2
2018,002317,2018-06-01,6794052.34,-0.11251,-0.11251,4,4026835.105,2
2019,002317,2019-06-01,6628743.49,0.017943,0.017943,4,4378639.125,2
2020,002317,2020-06-01,12222045.35,0.448101,0.448101,4,4823275.33,2
2010,002318,2010-06-01,921440.0,-0.070792,-0.070792,4,2400832.35,1
2011,002318,2011-06-01,1905392.29,0.047813,0.047813,4,3388720.185,1
2012,002318,2012-06-01,1909798.44,-0.096702,-0.096702,4,2520976.5300000003,1
2013,002318,2013-06-01,5051874.39,-0.11928,-0.11928,4,2494599.06,2
2014,002318,2014-06-01,5274717.99,0.075942,0.075942,4,3496611.82,2
2015,002318,2015-06-01,16953754.62,-0.31974,-0.31974,4,8414587.47,2
2016,002318,2016-06-01,9444605.47,0.214061,0.214061,4,6419702.33,2
2017,002318,2017-06-01,6675193.3,-0.020359,-0.020359,4,5528310.125,2
2018,002318,2018-06-01,4902628.91,-0.1237,-0.121083,4,4026835.105,2
2019,002318,2019-06-01,5977666.48,0.022378,0.022378,4,4378639.125,2
2020,002318,2020-06-01,5969534.73,0.041369,0.041369,4,4823275.33,2
2010,002319,2010-06-01,525750.0,0.089073,0.089073,4,2400832.35,1
2011,002319,2011-06-01,857754.8,-0.018086,-0.018046,4,3388720.185,1
2012,002319,2012-06-01,639486.84,-0.019295,-0.019295,4,2520976.5300000003,1
2013,002319,2013-06-01,1435401.46,-0.278837,-0.278837,4,2494599.06,1
2014,002319,2014-06-01,1635040.05,0.083333,0.083333,4,3496611.82,1
2015,002319,2015-06-01,4388819.29,0.926164,0.926316,4,8414587.47,1
2016,002319,2016-06-01,3455070.49,0.099936,0.099936,4,6419702.33,1
2017,002319,2017-06-01,3355008.89,-0.025552,-0.025552,4,5528310.125,1
2018,002319,2018-06-01,2913155.42,-0.002055,-0.002055,4,4026835.105,1
2019,002319,2019-06-01,2335556.52,-0.073016,-0.073016,4,4378639.125,1
2020,002319,2020-06-01,1145709.92,0.106177,0.106178,4,4823275.33,1
2010,002320,2010-06-01,1892247.5,-0.155785,-0.155785,4,2400832.35,1
2011,002320,2011-06-01,2254690.21,-0.024496,-0.023117,4,3388720.185,1
2012,002320,2012-06-01,2251607.47,0.134078,0.134078,4,2520976.5300000003,1
2013,002320,2013-06-01,3513471.07,-0.289223,-0.285714,4,2494599.06,2
2014,002320,2014-06-01,3756227.25,0.043717,0.043581,4,3496611.82,2
2015,002320,2015-06-01,11681783.64,0.099268,0.099239,4,8414587.47,2
2016,002320,2016-06-01,6630907.88,0.141496,0.141496,4,6419702.33,2
2017,002320,2017-06-01,2935984.47,0.05251,0.052444,4,5528310.125,1
2018,002320,2018-06-01,10580994.96,-0.046308,-0.045909,4,4026835.105,2
2019,002320,2019-06-01,7487659.23,0.011312,0.011312,4,4378639.125,2
2020,002320,2020-06-01,16345442.27,-0.199418,-0.199418,4,4823275.33,2
2010,002321,2010-06-01,599770.0,-0.07106,-0.07106,4,2400832.35,1
2011,002321,2011-06-01,1884900.0,-0.07278,-0.072682,4,3388720.185,1
2012,002321,2012-06-01,1444060.0,-0.069057,-0.069057,4,2520976.5300000003,1
2013,002321,2013-06-01,1419032.78,-0.244961,-0.244961,4,2494599.06,1
2014,002321,2014-06-01,1592454.73,0.034091,0.034091,4,3496611.82,1
2015,002321,2015-06-01,5200078.07,-0.104303,-0.104303,4,8414587.47,1
2016,002321,2016-06-01,3988984.97,-0.05136,-0.05136,4,6419702.33,1
2017,002321,2017-06-01,4649581.2,0.049713,0.049713,4,5528310.125,1
2018,002321,2018-06-01,2592975.08,-0.011309,-0.011309,4,4026835.105,1
2019,002321,2019-06-01,3451822.82,-0.076704,-0.076705,4,4378639.125,1
2020,002321,2020-06-01,2028595.39,-0.139639,-0.13964,4,4823275.33,1
2010,002322,2010-06-01,1394450.0,-0.222894,-0.222894,4,2400832.35,1
2011,002322,2011-06-01,1670707.41,0.015842,0.015842,4,3388720.185,1
2012,002322,2012-06-01,1374472.78,-0.080203,-0.080203,4,2520976.5300000003,1
2013,002322,2013-06-01,3703481.97,-0.031146,-0.031146,4,2494599.06,2
2014,002322,2014-06-01,2652239.34,0.006917,0.006917,4,3496611.82,1
2015,002322,2015-06-01,5693643.28,-0.401589,-0.399183,4,8414587.47,1
2016,002322,2016-06-01,2996597.25,0.150668,0.150668,4,6419702.33,1
2017,002322,2017-06-01,6578417.83,0.041815,0.041202,4,5528310.125,2
2018,002322,2018-06-01,3629216.29,-0.081827,-0.080142,4,4026835.105,1
2019,002322,2019-06-01,4411453.13,0.011645,0.010196,4,4378639.125,2
2020,002322,2020-06-01,4183377.34,0.105751,0.105751,4,4823275.33,1
2010,002324,2010-06-01,955150.0,-0.203159,-0.201678,4,2400832.35,1
2011,002324,2011-06-01,1577778.82,0.02981,0.02981,4,3388720.185,1
2012,002324,2012-06-01,1334883.92,0.012598,0.012598,4,2520976.5300000003,1
2013,002324,2013-06-01,2398220.42,-0.00123,-0.000636,4,2494599.06,1
2014,002324,2014-06-01,2147290.04,0.048706,0.048706,4,3496611.82,1
2015,002324,2015-06-01,5428546.98,-0.117048,-0.117048,4,8414587.47,1
2016,002324,2016-06-01,4622359.85,0.038887,0.038887,4,6419702.33,1
2017,002324,2017-06-01,4242551.31,0.027916,0.027916,4,5528310.125,1
2018,002324,2018-06-01,2699615.35,-0.184397,-0.184397,4,4026835.105,1
2019,002324,2019-06-01,3129132.78,-0.021113,-0.021113,4,4378639.125,1
2020,002324,2020-06-01,7371970.53,0.237428,0.237428,4,4823275.33,2
2010,002325,2010-06-01,1031625.0,0.131048,0.130738,4,2400832.35,1
2011,002325,2011-06-01,1572071.16,-0.039902,-0.039765,4,3388720.185,1
2012,002325,2012-06-01,2430353.67,0.041462,0.041462,4,2520976.5300000003,1
2013,002325,2013-06-01,5665627.4,-0.103916,-0.103916,4,2494599.06,2
2014,002325,2014-06-01,4048406.03,0.028858,0.028858,4,3496611.82,2
2015,002325,2015-06-01,15495935.01,0.060606,0.060606,4,8414587.47,2
2016,002325,2016-06-01,8397940.34,0.085257,0.084902,4,6419702.33,2
2017,002325,2017-06-01,6727105.34,0.156894,0.156894,4,5528310.125,2
2018,002325,2018-06-01,3404779.3,-0.127359,-0.127358,4,4026835.105,1
2019,002325,2019-06-01,2872220.74,-0.021944,-0.021944,4,4378639.125,1
2020,002325,2020-06-01,2896317.72,-0.009677,-0.009677,4,4823275.33,1
2010,002326,2010-06-01,1611350.0,-0.053336,-0.053336,4,2400832.35,1
2011,002326,2011-06-01,1934915.4,-0.010401,-0.0104,4,3388720.185,1
2012,002326,2012-06-01,1071349.2,-0.052192,-0.052192,4,2520976.5300000003,1
2013,002326,2013-06-01,1209269.93,-0.240806,-0.240806,4,2494599.06,1
2014,002326,2014-06-01,2156829.67,0.253154,0.253154,4,3496611.82,1
2015,002326,2015-06-01,11219419.73,-0.242364,-0.242364,4,8414587.47,2
2016,002326,2016-06-01,10847044.83,0.170336,0.170481,4,6419702.33,2
2017,002326,2017-06-01,7367352.48,0.014641,0.014641,4,5528310.125,2
2018,002326,2018-06-01,3651876.28,-0.191897,-0.191514,4,4026835.105,1
2019,002326,2019-06-01,4969483.84,-0.033019,-0.033019,4,4378639.125,2
2020,002326,2020-06-01,8215086.99,0.099552,0.099552,4,4823275.33,2
2010,002327,2010-06-01,1123200.0,0.08054,0.08054,4,2400832.35,1
2011,002327,2011-06-01,1418248.0,0.078386,0.078386,4,3388720.185,1
2012,002327,2012-06-01,1845074.4,0.122102,0.122102,4,2520976.5300000003,1
2013,002327,2013-06-01,2143094.51,-0.273864,-0.273864,4,2494599.06,1
2014,002327,2014-06-01,2454900.31,-0.005362,-0.005362,4,3496611.82,1
2015,002327,2015-06-01,5572454.76,-0.279206,-0.279206,4,8414587.47,1
2016,002327,2016-06-01,4235825.08,0.053107,0.052567,4,6419702.33,1
2017,002327,2017-06-01,3938143.87,-0.007294,-0.007084,4,5528310.125,1
2018,002327,2018-06-01,5458494.96,-0.136255,-0.136255,4,4026835.105,2
2019,002327,2019-06-01,3845785.64,0.005384,0.005384,4,4378639.125,1
2020,002327,2020-06-01,3525750.19,-0.01649,-0.015666,4,4823275.33,1
2010,002328,2010-06-01,1177500.0,-0.165338,-0.165338,4,2400832.35,1
2011,002328,2011-06-01,1629165.49,0.097279,0.097279,4,3388720.185,1
2012,002328,2012-06-01,930230.26,-0.162347,-0.162347,4,2520976.5300000003,1
2013,002328,2013-06-01,1999162.94,-0.170826,-0.17027,4,2494599.06,1
2014,002328,2014-06-01,3716980.71,0.105058,0.105058,4,3496611.82,2
2015,002328,2015-06-01,4585789.36,-0.072351,-0.071334,4,8414587.47,1
2016,002328,2016-06-01,3246656.3,0.080086,0.080087,4,6419702.33,1
2017,002328,2017-06-01,2690365.5,0.057545,0.057545,4,5528310.125,1
2018,002328,2018-06-01,1733493.0,-0.12718,-0.127435,4,4026835.105,1
2019,002328,2019-06-01,2306699.57,-0.142993,-0.141756,4,4378639.125,1
2020,002328,2020-06-01,3220571.0,0.112167,0.112167,4,4823275.33,1
2010,002329,2010-06-01,646650.0,-0.085878,-0.085878,4,2400832.35,1
2011,002329,2011-06-01,1382684.45,0.053457,0.053457,4,3388720.185,1
2012,002329,2012-06-01,938059.5,-0.013696,-0.013524,4,2520976.5300000003,1
2013,002329,2013-06-01,1259124.95,-0.062121,-0.062121,4,2494599.06,1
2014,002329,2014-06-01,2387989.42,0.230942,0.230942,4,3496611.82,1
2015,002329,2015-06-01,10073922.57,0.370414,0.370414,4,8414587.47,2
2016,002329,2016-06-01,6230912.58,0.063875,0.063875,4,6419702.33,1
2017,002329,2017-06-01,4648707.24,0.002085,0.002086,4,5528310.125,1
2018,002329,2018-06-01,2191499.83,-0.208178,-0.208178,4,4026835.105,1
2019,002329,2019-06-01,2563453.3,0.168246,0.168246,4,4378639.125,1
2020,002329,2020-06-01,3344565.65,0.117057,0.117057,4,4823275.33,1
2010,002330,2010-06-01,997920.0,-0.119511,-0.119511,4,2400832.35,1
2011,002330,2011-06-01,917275.63,0.093093,0.093093,4,3388720.185,1
2012,002330,2012-06-01,711896.61,-0.126064,-0.126063,4,2520976.5300000003,1
2013,002330,2013-06-01,1623177.6,-0.128713,-0.128713,4,2494599.06,1
2014,002330,2014-06-01,2118273.2,0.05959,0.05959,4,3496611.82,1
2015,002330,2015-06-01,5250051.4,-0.209868,-0.209868,4,8414587.47,1
2016,002330,2016-06-01,5390877.49,0.052941,0.052941,4,6419702.33,1
2017,002330,2017-06-01,4427145.2,0.105263,0.105263,4,5528310.125,1
2018,002330,2018-06-01,2665322.11,-0.15311,-0.15311,4,4026835.105,1
2019,002330,2019-06-01,2870690.11,-0.05921,-0.059211,4,4378639.125,1
2020,002330,2020-06-01,3593381.32,0.068657,0.068657,4,4823275.33,1
2010,002331,2010-06-01,468650.0,0.095279,0.095279,4,2400832.35,1
2011,002331,2011-06-01,734216.41,0.073208,0.073208,4,3388720.185,1
2012,002331,2012-06-01,641674.54,-0.065495,-0.065495,4,2520976.5300000003,1
2013,002331,2013-06-01,1120524.85,-0.053763,-0.053763,4,2494599.06,1
2014,002331,2014-06-01,1504414.09,-0.056924,-0.056924,4,3496611.82,1
2015,002331,2015-06-01,5676024.38,-0.348559,-0.348559,4,8414587.47,1
2018,002331,2018-06-01,2179763.14,-0.163842,-0.163842,4,4026835.105,1
2019,002331,2019-06-01,3151366.55,0.033242,0.033266,4,4378639.125,1
2020,002331,2020-06-01,4336646.84,0.105469,0.105469,4,4823275.33,1
2010,002332,2010-06-01,1110200.0,-0.086437,-0.086437,4,2400832.35,1
2011,002332,2011-06-01,2697016.0,-0.02526,-0.02526,4,3388720.185,1
2012,002332,2012-06-01,2569565.55,0.072961,0.072961,4,2520976.5300000003,2
2013,002332,2013-06-01,3519422.31,-0.118229,-0.116902,4,2494599.06,2
2014,002332,2014-06-01,3630804.61,-0.019705,-0.019704,4,3496611.82,2
2015,002332,2015-06-01,8098908.76,-0.293061,-0.293061,4,8414587.47,1
2016,002332,2016-06-01,5242832.35,0.072797,0.072797,4,6419702.33,1
2017,002332,2017-06-01,5875821.19,0.136063,0.136063,4,5528310.125,2
2018,002332,2018-06-01,6306053.87,-0.063169,-0.063169,4,4026835.105,2
2019,002332,2019-06-01,6110929.75,-0.016011,-0.016012,4,4378639.125,2
2020,002332,2020-06-01,15223527.41,0.116339,0.115942,4,4823275.33,2
2010,002334,2010-06-01,1280000.0,-0.121458,-0.121458,4,2400832.35,1
2011,002334,2011-06-01,1594480.0,0.140217,0.140217,4,3388720.185,1
2012,002334,2012-06-01,858009.6,0.055892,0.055892,4,2520976.5300000003,1
